plant_name,FIPS,plant_county,plant_state,latitude,longitude,fuel_type,nameplate_capacity_MW,net_generation_MWh,NOx_tons,SO2_tons,CO2_tons,CH4_lbs,N2O_lbs,PM2.5_tons
Sand Point,02013,Aleutians East,Alaska,55.339722,-160.497222,Oil,4,3780,46.29,4.195,2362.834,191.366,38.273,4.476343702
Barry,01097,Mobile,Alabama,31.0069,-88.0103,Gas,2841.5,12470807,2361.074,3494.672,8290059.787,1136505.719,159420.742,643.1556715
Gadsden,01055,Etowah,Alabama,34.0128,-85.9708,Gas,138,169977,136.388,2.957,131425.54,3801.827,380.183,6.707269821
Gorgas,01127,Walker,Alabama,33.644344,-87.196486,Coal,1416.7,490760,490.525,142.687,598479.725,117468.333,17090.854,89.24702673
Copper Station,48141,El Paso,Texas,31.7569,-106.375,Gas,86.9,39534,85.83,0.2,41036.777,1517.994,151.799,2.317092584
Greene County,01063,Greene,Alabama,32.6017,-87.7811,Gas,1288.4,1767889.004,1572.34,7.23,1123119.818,41418.541,4142.814,68.92690721
E C Gaston,01117,Shelby,Alabama,33.244211,-86.458056,Gas,2034,5688930,3462.81,1149.051,5283997.438,768776.092,108753.017,215.8821669
Madelia,27165,Watonwan,Minnesota,44.0501,-94.4178,Gas,11.8,-118.999,0,0,60.842,6.885,1.377,0.000219651
Colbert,01033,Colbert,Alabama,34.7439,-87.8486,Gas,1826,1670,11.153,3.672,3152.6,94.737,9.474,0.281221655
Dolet Hills Power Station,22031,DeSoto,Louisiana,32.030556,-93.569167,Coal,720.7,1165830,1301.495,5104.051,1266205.75,356537.163,51844.669,13.70450486
Smith Generating Facility,21049,Clark,Kentucky,37.8833,-84.1017,Gas,1663.4,355649.995,79.218,1.346,257369.076,10097.974,1011.383,8.811043535
Charles R Lowman,01129,Washington,Alabama,31.488019,-87.910747,Coal,1264.7,955004,2247.803,557.565,1072765.27,269746.411,39268.611,93.04887288
Platte,31079,Hall,Nebraska,40.854765,-98.348222,Coal,109.8,505226,564.558,499.548,676286.625,147571.78,21466.983,0.011078795
Gerald Whelan Energy Center,31001,Adams,Nebraska,40.580872,-98.312437,Coal,324.3,1417609,796.274,2191.326,1697434.125,727801.029,105864.448,31.67786099
Gold Creek,02110,Juneau,Alaska,58.3107,-134.4174,Oil,9.7,368.998,0.13,0.012,6.452,0.522,0.104,0.012245
Lemon Creek,02110,Juneau,Alaska,58.3536,-134.4953,Oil,61.7,1049.998,32.99,3.924,1920.791,155.565,31.113,2.945812265
Skagway,02230,Skagway,Alaska,59.4545,-135.3131,Oil,4.4,2558,10.988,0.996,560.778,45.417,9.083,1.06438517
Haines,02100,Haines,Alaska,59.235931,-135.446228,Oil,9.2,-72,3.952,0.358,201.544,16.323,3.265,0.382540156
Anchorage 1,02020,Anchorage,Alaska,61.2221,-149.8661,Gas,121.4,14736.9,36.046,0.376,13297.998,505.487,51.141,0.637882306
Aurora Energy LLC Chena,02090,Fairbanks North Star,Alaska,64.847743,-147.735063,Coal,31.3,186691,285.284,266.716,184208.895,41770.754,6075.746,14.79943361
S W Bailey,02130,Ketchikan Gateway,Alaska,55.357397,-131.69696,Oil,25.9,26855.001,417.985,37.848,21315.644,1726.353,345.271,40.45810061
Escalante,35031,McKinley,New Mexico,35.4159,-108.082,Coal,257,1209251,2250.483,809.629,1346472.25,299913.98,43619.842,3.208158305
Snake River,02180,Nome,Alaska,64.505331,-165.429814,Oil,25.7,32649.001,406.269,36.661,20647.069,1672.205,334.441,39.18911371
Petersburg,02195,Petersburg,Alaska,56.81104,-132.957091,Oil,14.8,12939.999,77.559,6.999,3941.704,319.238,63.848,7.481540038
Seward (AK),02122,Kenai Peninsula,Alaska,60.130922,-149.43501,Oil,18.6,218,7.988,0.717,403.904,32.712,6.542,0.76663
Wrangell,02275,Wrangell,Alaska,56.460976,-132.379439,Oil,14.7,612,9.069,0.776,437.142,35.404,7.081,0.829714868
Beluga,02122,Kenai Peninsula,Alaska,61.1861,-151.0356,Gas,374.4,55030.999,185.769,1.855,67857.192,2559.686,255.969,3.18325497
Frederickson,53053,Pierce,Washington,47.079722,-122.365,Gas,177.8,81365,176.808,1.946,71321.141,2701.608,271.849,3.345752649
Holcomb,20055,Finney,Kansas,37.9308,-100.9725,Coal,348.7,1569548,1610.783,1224.341,1829508.5,410032.613,59626.272,41.69179637
Dillingham,02070,Dillingham,Alaska,59.042914,-158.468597,Oil,15.1,18662.998,303.218,27.503,15489.894,1254.526,250.905,29.37845797
Cholla,04017,Navajo,Arizona,34.9394,-110.3033,Coal,1128.8,2782781,3094.734,1518.008,3517346.938,749065.25,108971.055,222.1204996
Douglas,04003,Cochise,Arizona,31.364122,-109.5538,Oil,26.1,59,1.258,0.722,233.392,18.902,3.78,0.024663559
Ocotillo Power Plant,04013,Maricopa,Arizona,33.4225,-111.9122,Gas,1143.5,618669,26.845,1.641,324834.099,13966.937,1396.694,21.25451846
APS West Phoenix Power Plant,04013,Maricopa,Arizona,33.4417,-112.1583,Gas,1326.9,2970148,138.142,4.981,986607.125,57789,5778.9,26.43395537
APS Saguaro Power Plant,04021,Pinal,Arizona,32.5517,-111.3,Gas,435.5,118593,20.283,0.32,63289.195,3377.291,337.729,4.161612991
Yucca Power Plant,04027,Yuma,Arizona,32.7214,-114.7106,Gas,425,414041.001,177.44,1.329,263320.48,10825.504,1105.65,14.80868796
De Moss Petrie Generating Station,04019,Pima,Arizona,32.252273,-110.992148,Gas,85,16300,3.952,0.402,13665.713,507.901,50.79,0.898608876
Irvington Generating Station,04019,Pima,Arizona,32.16,-110.9047,Gas,746.5,1648044,1656.173,29.81,991337.63,43076.104,4307.61,66.74985954
Oklaunion Power Station,48487,Wilbarger,Texas,34.0825,-99.1753,Coal,720,2601923,5215.359,1778.89,3246275.5,674517.273,98135.14,52.43784599
Cross,45015,Berkeley,South Carolina,33.371506,-80.113235,Coal,2390.1,8375411,3149.84,3537.939,9358803.672,2066816.043,300685.214,1007.092229
Seminole (136),12107,Putnam,Florida,29.733056,-81.632778,Coal,3505,7054142,2203.405,4563.072,7395563.75,1708833.467,248622.572,1070.410748
Agua Fria Generating Station,04013,Maricopa,Arizona,33.5561,-112.2153,Gas,613.5,228022.001,473.432,0.797,157842.352,6275.653,628.278,0.571034794
Kyrene Generating Station,04013,Maricopa,Arizona,33.3556,-111.9353,Gas,573.7,1454644,45.9,3.052,604571.875,23489.416,2348.942,39.2689601
McClure,06099,Stanislaus,California,37.62936,-120.93139,Oil,142.4,2659,14.597,6.421,3358.304,217.189,38.444,0.272565655
Apache Station,04003,Cochise,Arizona,32.0603,-109.8931,Gas,660.7,2002818,1261.166,84.849,1595756.465,184722.731,25237.368,237.561632
Grand River Dam Authority,40097,Mayes,Oklahoma,36.190278,-95.2894,Gas,1734.3,2205674,336.09,163.533,1071901.031,68989.746,8503.992,111.8381694
Lake Catherine,05059,Hot Spring,Arkansas,34.4341,-92.9049,Gas,752,127495,191.312,0.527,104345.812,3745.996,374.6,6.534794754
Municipal Light,05021,Clay,Arkansas,36.3858,-90.1867,Oil,7.2,9,0.168,0.015,8.656,0.701,0.14,0.016398975
Thomas Fitzhugh,05047,Franklin,Arkansas,35.462382,-93.804926,Gas,185,254918,93.485,2.774,141261.812,5240.112,524.011,0.225264289
Carl Bailey,05147,Woodruff,Arkansas,35.260102,-91.363426,Gas,120,15894,19.24,4.998,12989.87,434.565,43.456,0.360895234
McClellan,05103,Ouachita,Arkansas,33.5648,-92.7917,Gas,136,34073,39.188,14.582,25246.27,959.638,95.964,2.246166099
Humboldt Bay,06023,Humboldt,California,40.7415,-124.2103,Gas,269.4,405186,4680.82,5.644,208023.418,7968.353,815.04,0.751018828
Moss Landing,06053,Monterey,California,36.804837,-121.782241,Gas,3102,5220833,172.714,11.313,2136663.281,81311.198,8131.12,3.582300246
Limestone,48293,Limestone,Texas,31.4219,-96.2525,Coal,1849.8,8700389,7470.255,5685.297,9876585.5,2189238.997,318391.496,436.176509
Cabrillo Power I Encina Power Station,06073,San Diego,California,33.140507,-117.333916,Gas,764.5,372058.002,22.643,1.259,248998.418,9135.265,913.526,16.37302561
AES Alamitos,06037,Los Angeles,California,33.7688,-118.1009,Gas,2055,581118,51.687,2.461,487350.102,17795.878,1779.588,25.06734802
El Segundo,06037,Los Angeles,California,33.910556,-118.425,Gas,1533.8,516626,10.412,1.39,275353.148,10177.874,1017.787,2.148590298
AES Huntington Beach,06059,Orange,California,33.6439,-117.9792,Gas,1021,221671,12.608,0.836,165662.797,6223.015,622.302,5.160730359
Long Beach Generating Station,06037,Los Angeles,California,33.7641,-118.2248,Gas,587.4,14582,3.872,0.073,14465.395,552.785,55.279,0.946786052
"Ormond Beach Power, LLC.",06111,Ventura,California,34.1292,-119.1689,Gas,1612,160849,7.812,0.543,107536.035,4367.5,436.75,2.843483887
AES Redondo Beach,06037,Los Angeles,California,33.8504,-118.395,Gas,1316.4,195943,16.834,0.953,188863.898,6839.029,683.903,2.468745015
Mountainview Generating Station,06071,San Bernardino,California,34.0818,-117.2418,Gas,1167.4,3040688.1,69.393,6.761,1339493.312,51887.544,5188.754,120.856678
Grayson Power Plant,06037,Los Angeles,California,34.1556,-118.2782,Gas,353.9,80469,21.585,0.253,71974.646,2445.394,244.539,4.409507015
Joliet 29,17197,Will,Illinois,41.494636,-88.123827,Gas,1320,1419542,631.172,7.921,874620.562,32936.566,3293.657,6.676691367
El Centro,06025,Imperial,California,32.802222,-115.54,Gas,438.3,638280,48.329,1.615,319840.114,11605.632,1160.563,10.8981488
Harbor Generating Station,06037,Los Angeles,California,33.7706,-118.2656,Gas,595.1,103232,12.724,0.347,66564.841,2524.083,252.408,1.789002599
Haynes Generating Station,06037,Los Angeles,California,33.764741,-118.09913,Gas,2885.1,2926943.998,76.538,6.713,1305506.975,49378.541,4937.854,21.72005633
Scattergood Generating Station,06037,Los Angeles,California,33.918151,-118.427648,Gas,1718.8,1240303,27.51,2.988,581532.883,21984.984,2198.498,11.34872128
Tok,02240,Southeast Fairbanks,Alaska,63.33552,-142.99997,Oil,5.3,9156.999,142.156,12.883,7255.583,587.629,117.526,13.77143985
Valley Generating Station,06037,Los Angeles,California,34.244991,-118.391327,Gas,1236.1,2241784,71.194,4.9,952884.532,36220.628,3622.063,18.27630348
Craig (AK),02198,Prince of Wales-Hyder,Alaska,55.47691,-133.14869,Oil,6.2,460.999,9.171,0.831,468.172,37.917,7.583,0.888615161
Glenarm,06037,Los Angeles,California,34.126,-118.1494,Gas,265.6,64960.69,6.85,0.19,38036.638,1444.404,144.44,2.227380442
Hydaburg,02198,Prince of Wales-Hyder,Alaska,55.204937,-132.821435,Oil,1,-26,0.13,0.012,6.697,0.542,0.108,0.01271
Pueblo,08101,Pueblo,Colorado,38.2667,-104.6144,Oil,30.5,-119,0.98,0.085,48.016,3.889,0.778,0.09114
Alamosa,08003,Alamosa,Colorado,37.4594,-105.8947,Gas,53.2,6817,16.306,0.157,5889.688,233.311,25.002,0.276291731
Cherokee,08001,Adams,Colorado,39.807275,-104.964548,Gas,1426.9,3932404,508.807,9.775,1930744.438,70299.728,7029.973,174.5351072
Comanche (470),08101,Pueblo,Colorado,38.2081,-104.5747,Coal,1635.3,8499858,4469.276,3492.734,9025233.5,2166984.056,314984.491,101.0582765
Fruita,08077,Mesa,Colorado,39.1364,-108.7347,Gas,26.6,1302,4.276,0.044,1682.209,68.266,7.548,0.078914253
Valmont,08013,Boulder,Colorado,40.0195,-105.202,Gas,251,2466,7.951,0.085,3101.476,116.993,11.699,0.145493612
Martin Drake,08041,El Paso,Colorado,38.824444,-104.833333,Coal,257.3,739964,1007.564,201.426,950229.531,207617.575,30183.961,20.62914672
George Birdsall,08041,El Paso,Colorado,38.881389,-104.816944,Gas,61.1,10372,13.33,0.265,9721.53,367.923,37.019,0.669164876
Holly,08099,Prowers,Colorado,38.032717,-102.073659,Oil,5.5,5,0.14,0.013,7.267,0.589,0.118,0.013795
La Junta,08089,Otero,Colorado,37.9876,-103.5468,Oil,19,-733,0.029,0.003,1.552,0.126,0.025,0.002945
Trinidad (CO),08071,Las Animas,Colorado,37.178979,-104.487492,Oil,12.9,47.002,0.726,0.062,31.062,2.851,0.57,0.039249151
Hayden,08107,Routt,Colorado,40.4856,-107.185,Coal,465.4,2570811,737.93,1863.18,3000150.5,678755.02,98729.266,325.6019646
Nucla,08085,Montrose,Colorado,38.2383,-108.5069,Coal,113.8,105047,239.389,187.784,168149.938,29347.621,4256.737,9.487218524
McWilliams,01039,Covington,Alabama,31.400255,-86.476449,Gas,654,3560672,206.739,7.842,1556055.312,59881.991,5993.281,79.78062079
McClellan (CA),06067,Sacramento,California,38.652731,-121.393336,Gas,77,2195,4.369,0.045,1627.739,61.401,6.14,0.076358991
Branford,09009,New Haven,Connecticut,41.2925,-72.7942,Oil,21.8,128,2.382,0.52,240.392,13.611,2.722,9.01045E-05
Cos Cob,09001,Fairfield,Connecticut,41.0289,-73.5989,Oil,115,736,8.197,2.801,975.27,73.361,14.672,0.073704946
Devon,09009,New Haven,Connecticut,41.209797,-73.108976,Gas,429.6,-532.001,12.231,1.461,3465.919,57.882,9.224,0.272382833
Montville,09011,New London,Connecticut,41.4281,-72.1019,Gas,495.3,10071,7.213,9.652,9937.32,577.124,97.3,0.660273632
Kettle Falls Generating Station,53065,Stevens,Washington,48.620336,-118.111059,Biomass,57.9,334386,474.903,56.155,12770.91,315440.103,41386.459,51.60195233
Tunnel,09011,New London,Connecticut,41.555425,-72.041829,Oil,20.5,9404,3.044,0,363.735,27.659,5.532,0.01058066
Franklin Drive,09005,Litchfield,Connecticut,41.798943,-73.116267,Oil,21.8,136,1.353,0.523,169.891,13.691,2.738,6.213E-05
Middletown,09007,Middlesex,Connecticut,41.554444,-72.576666,Gas,1097.4,192666,154.979,8.01,135980.985,222.888,44.302,5.291513353
South Meadow Station,09003,Hartford,Connecticut,41.7495,-72.6524,Oil,167.2,1668,11.461,7.414,2378.4,191.63,38.326,0.533792719
Curtis H. Stanton Energy Center,12095,Orange,Florida,28.4822,-81.1678,Coal,1262,6179834,0,2630.909,5221201.688,1138237.259,164088.432,535.6711631
Torrington Terminal,09005,Litchfield,Connecticut,41.776109,-73.120886,Oil,21.8,95,1.293,0.388,146.059,10.152,2.03,5.27341E-05
Bridgeport Harbor Station,09001,Fairfield,Connecticut,41.1706,-73.1844,Gas,1157.9,2100031,72.62,76.95,420019.315,51130.265,6085.302,16.82543847
Norwich,09011,New London,Connecticut,41.52679,-72.064935,Oil,19,251,4.324,0.993,436.994,26.019,5.204,0.02603056
J C McNeil,50007,Chittenden,Vermont,44.4917,-73.208056,Biomass,59.5,227247,132.694,1.159,44292.495,245502.76,32221.353,39.05089042
Christiana Substation,10003,New Castle,Delaware,39.7302,-75.5371,Oil,52,232,1.88,1.869,569.4,48.949,9.79,0.096343025
Delaware City,10003,New Castle,Delaware,39.600408,-75.626811,Oil,18.5,158,1.238,0.835,271.692,21.865,4.373,0.04878734
Edge Moor,10003,New Castle,Delaware,39.73886,-75.50384,Gas,710.3,137839,60.924,19.661,112170.349,4320.813,487.115,4.234333369
Indian River,10005,Sussex,Delaware,38.5857,-75.2341,Coal,804.1,121056,74.017,246.362,180189.152,53191.037,7755.478,13.10722386
West Substation,10003,New Castle,Delaware,39.7283,-75.6289,Oil,20,85,1.899,1.301,432.96,34.088,6.818,0.096047333
McKee Run,10001,Kent,Delaware,39.176222,-75.546628,Gas,151.2,4,3.669,0.009,1712.682,0.062,0.006,0.026708927
Brandon Shores,24003,Anne Arundel,Maryland,39.18,-76.5389,Coal,1370.2,2231445,999.345,1499.212,2822330.188,670285.711,97615.968,99.47604071
Fredonia Generating Station,53057,Skagit,Washington,48.4558,-122.4358,Gas,376,195825,2.528,0.228,20277.183,5223.531,526.309,1.394025901
Cape Canaveral,12009,Brevard,Florida,28.4698,-80.7644,Gas,2099,6676862,171.123,12.981,2565117.75,98063.839,9856.124,135.1713573
Fort Myers,12071,Lee,Florida,26.6967,-81.7831,Gas,3300.9,8419570,862.388,20.074,3755234.625,143733.983,14411.621,207.1655856
Lauderdale,12011,Broward,Florida,26.0686,-80.1984,Gas,4173.7,421894,66.634,1.327,261908.859,9892.822,997.359,8.990466132
Port Everglades,12011,Broward,Florida,26.0856,-80.1253,Gas,3062.4,7204963,169.145,13.874,2745126.938,106733.593,10703.206,142.5089275
Riviera Beach Energy Center,12099,Palm Beach,Florida,26.7653,-80.0525,Gas,1915.8,6439926,164.741,12.254,2419532.125,94518.422,9530.916,128.5824924
Sanford,12127,Volusia,Florida,28.8419,-81.3256,Gas,2534,8486422,952.111,19.081,3779896.531,139543.76,13954.376,211.3331182
Turkey Point,12086,Miami Dade,Florida,25.4356,-80.3308,Gas,3678.7,19270170,132.481,10.783,2083591.969,80677.433,8104.667,115.8301297
Avon Park,12055,Highlands,Florida,27.579444,-81.492778,Gas,67.4,3010,11.507,3.133,3606.575,167.117,24.754,0.292715693
Bayboro,12103,Pinellas,Florida,27.758056,-82.635278,Oil,226.8,3292,21.368,12.03,3890.664,315.105,63.021,0.411142739
Crystal River,12017,Citrus,Florida,28.9656,-82.6977,Gas,5303.7,15044139,2944.299,3200.285,9123753.188,1232495.835,172018.123,654.9560751
Higgins,12103,Pinellas,Florida,28.003262,-82.661507,Gas,153.2,15999,41.196,0.422,15424.622,581.842,58.184,0.723585819
P L Bartow,12103,Pinellas,Florida,27.859535,-82.601759,Gas,1969.9,5839478,734.741,13.772,2738918,102822.032,10319.382,146.8008551
Suwannee River,12121,Suwannee,Florida,30.376389,-83.180556,Gas,344.7,64398.999,148.737,9.722,59021.348,2111.843,233.056,4.195231116
Crist Electric Generating Plant,12033,Escambia,Florida,30.5661,-87.2244,Coal,1228.8,2668010,2151.979,1275.487,3067181.928,664737.606,96595.017,328.8426359
Lansing Smith Generating Plant,12005,Bay,Florida,30.2686,-85.7003,Gas,1001.5,3913387,405.061,1.94,1648509,60660.223,6070.874,92.1618332
Big Bend,12057,Hillsborough,Florida,27.7944,-82.4036,Gas,3308.4,3889923,2276.503,1156.255,3595737.98,390044.403,53464.947,111.2111759
Deerhaven,12001,Alachua,Florida,29.7592,-82.3878,Coal,471,786117,1388.151,599.955,838397.497,154876.257,22053.715,146.1969777
J R Kelly,12001,Alachua,Florida,29.6461,-82.3208,Gas,288.7,485352,60.472,1.233,244157.328,9149.319,914.932,0.00026325
G W Ivey,12086,Miami Dade,Florida,25.4756,-80.47,Gas,58.4,-511.996,1.28,0.115,46.459,5.238,1.047,0.000511785
J D Kennedy,12031,Duval,Florida,30.364818,-81.625967,Gas,538.6,212092,40.189,0.667,130997.391,5259.987,526.763,8.610545987
Northside,12031,Duval,Florida,30.4172,-81.5525,Gas,1407.1,3878239,2863.835,1916.971,3842296.031,297600.555,45689.944,345.4274674
Tom G Smith,12099,Palm Beach,Florida,26.612767,-80.0677,Gas,146.2,5054,1.094,0.003,571.15,212.735,24.915,0.107469772
Charles Larsen Memorial Power Plant,12105,Polk,Florida,28.0797,-81.9228,Gas,158.6,149230,36.293,0.498,98578.93,3659.699,366.399,5.486736705
C D McIntosh Jr Power Plant,12105,Polk,Florida,28.0801,-81.9229,Gas,1416.9,3146756,1161.979,848.103,1936350,273237.297,37984.331,158.2139713
Indian River (683),12009,Brevard,Florida,28.493232,-80.780124,Gas,342.8,1915,13.448,0.114,22573.25,875.214,88.833,1.305448812
Arvah B Hopkins,12073,Leon,Florida,30.4522,-84.4,Gas,1113.9,1579301,98.24,3.398,672940.791,28342.239,2834.224,37.34206094
S O Purdom,12129,Wakulla,Florida,30.162304,-84.200673,Gas,350.1,1300167,124.204,2.541,503324.812,22452.398,2245.24,34.14249184
Marathon Generating Plant,12087,Monroe,Florida,24.710833,-81.0927,Oil,25,-260,1.808,0.164,92.604,7.5,1.5,0.17577
Trenton North,29079,Grundy,Missouri,40.0786,-93.635,Oil,13.5,90,1.62,0.147,82.56,6.687,1.337,0.156704998
Bowen,13015,Bartow,Georgia,34.1256,-84.9222,Coal,3540.4,10987087,5732.463,9230.987,12196339.13,2620627.679,381268.574,314.7917616
Hammond,13115,Floyd,Georgia,34.2528,-85.3456,Coal,953,112595,212.394,24.995,177236.078,37559.146,5471.494,5.753610903
Jack McDonough,13067,Cobb,Georgia,33.8239,-84.4758,Gas,3446.8,19071850,486.114,40.264,7739107.764,292955.989,29298.576,436.1925188
McManus,13127,Glynn,Georgia,31.213645,-81.546165,Oil,703.7,9634.998,104.323,43.474,14198.968,1085.641,217.128,0.979260671
Yates,13077,Coweta,Georgia,33.4622,-84.8986,Gas,1487.3,2053086,814.857,6.748,1336769.375,48963.743,4896.374,82.89625914
Boulevard,13051,Chatham,Georgia,32.0411,-81.145,Oil,46.8,-17,0.758,0.435,140.705,11.396,2.279,0.014868899
Crisp Plant,13321,Worth,Georgia,31.844708,-83.940734,Gas,17.5,74,0.298,0.003,119.928,4.524,0.452,0.005625961
Ponca,40071,Kay,Oklahoma,36.71979,-97.085758,Gas,182.3,67616,23.234,0.182,36018.889,1033.682,103.368,2.411249708
Kahe,15003,Honolulu,Hawaii,21.356395,-158.128853,Oil,609.7,2336309,3520.192,11008.98,2015583.984,163392.783,32678.557,121.9794654
Waiau,15003,Honolulu,Hawaii,21.388997,-157.961518,Oil,474.6,1002196,1437.937,4887.953,906299.581,73466.845,14693.369,52.69362844
Waimea,15001,Hawaii,Hawaii,20.0252,-155.6955,Oil,10.5,963.999,16.728,1.486,837.045,67.792,13.558,1.588750151
Kanoelehua,15001,Hawaii,Hawaii,19.7052,-155.0625,Oil,21,898,17.196,5.886,2075.951,168.131,33.626,0.944639405
W H Hill,15001,Hawaii,Hawaii,19.7041,-155.0607,Oil,37.1,172345,365.946,1033.595,190310.734,15427.474,3085.495,10.67081608
Orca,02261,Valdez Cordova,Alaska,60.555889,-145.752983,Oil,13.7,6137,107.029,9.658,5439.318,440.53,88.106,10.32408515
Palaau Power Hybrid,15009,Maui,Hawaii,21.106,-157.0647,Oil,17.1,32424.998,539.447,47.949,27004.279,2187.228,437.446,51.2554
Salmon Diesel,16059,Lemhi,Idaho,45.183368,-113.885307,Oil,5,33,0.596,0.055,30.786,2.493,0.499,0.058435
E D Edwards,17143,Peoria,Illinois,40.5958,-89.6631,Coal,780.3,3212500,2335.331,6936.955,3400183.125,831991.274,121038.586,94.4233039
Coffeen,17135,Montgomery,Illinois,39.0586,-89.4031,Coal,1005.4,2682390,1648.543,42.131,3133629.984,741312.157,107836.573,29.84869854
"Grand Tower Energy Center, LLC",17077,Jackson,Illinois,37.6577,-89.511161,Gas,640.9,1000621,296.951,2.459,487130.672,18142.928,1814.293,20.78534071
Joliet 9,17197,Will,Illinois,41.4931,-88.1153,Gas,507.6,-64543,6.128,0.07,7394.175,222.945,22.294,0.030078794
Kincaid Generating Station,17021,Christian,Illinois,39.590556,-89.496389,Coal,1319,3114921,1015.623,1491.239,3482423.5,850789.769,123744.728,38.21028359
Powerton,17179,Tazewell,Illinois,40.5408,-89.6786,Coal,1785.6,2334751,1580.144,1550.566,3153748.688,685314.741,99669.797,811.9962104
Waukegan,17097,Lake,Illinois,42.3833,-87.8133,Coal,914.7,1193868,821.021,754.056,1529257.463,331492.372,48198.058,127.0129215
Will County,17197,Will,Illinois,41.6334,-88.0629,Coal,1268.8,776767,411.332,521.671,966337.125,202682.658,29490.528,53.95130357
Fisk,17031,Cook,Illinois,41.8508,-87.6533,Oil,662.8,2542.998,33.177,13.825,4476.7,427.045,85.409,0.895286067
Joppa Steam,17127,Massac,Illinois,37.2094,-88.858889,Coal,1099.8,4412691,2697.892,10436.191,4996012.562,1182751.48,171961.613,300.6873462
Baldwin Energy Complex,17157,Randolph,Illinois,38.205,-89.8544,Coal,1894.1,6291993,2810.336,2276.793,6731034.75,1591417.454,231488.399,44.46474068
Havana,17125,Mason,Illinois,40.2797,-90.08,Coal,718,1473425,732.233,632.6,1846440.125,450187.905,65494.502,0.575967433
Hennepin Power Station,17155,Putnam,Illinois,41.3028,-89.315,Coal,306.3,945045,1162.329,2594.944,1155541.297,265150.631,38533.756,46.03971619
Moline,17161,Rock Island,Illinois,41.509959,-90.534021,Gas,75.6,8241,1.452,0.016,567.672,21.414,2.141,0.026630099
Venice,17119,Madison,Illinois,38.6642,-90.1764,Gas,1097.5,27600,7.554,0.08,15941.72,707.482,70.748,0.678970996
Breese,17027,Clinton,Illinois,38.607456,-89.524514,Oil,18.9,288.001,5.712,0.551,310.318,25.133,5.027,0.588999858
Bushnell,17109,McDonough,Illinois,40.548586,-90.513814,Oil,10.8,84,1.455,0.131,73.416,5.946,1.189,0.139345158
Carlyle,17027,Clinton,Illinois,38.6106,-89.3583,Oil,15.3,362,6.067,0.528,297.252,24.074,4.815,0.563958513
Carmi,17193,White,Illinois,38.0967,-88.1631,Oil,17.4,44,0.757,0.067,37.973,3.075,0.615,0.072074846
Fairfield,17191,Wayne,Illinois,38.380709,-88.366006,Oil,7.5,18,0.325,0.029,16.332,1.323,0.265,0.031
Farmer City,17039,DeWitt,Illinois,40.24611,-88.638761,Oil,11.3,40.999,2.414,0.216,106.513,9.868,1.974,0.129071861
Freeburg,17163,St Clair,Illinois,38.425556,-89.914444,Oil,15.7,29.001,0.472,0.043,24.012,1.944,0.389,0.045569845
Geneseo,17073,Henry,Illinois,41.451494,-90.148547,Oil,33.6,7516.999,1.582,0.138,59.931,6.316,1.261,0.024539738
Highland,17119,Madison,Illinois,38.7412,-89.6849,Oil,17.6,203.001,3.309,0.298,168.144,13.618,2.724,0.319145005
McLeansboro,17065,Hamilton,Illinois,38.094683,-88.541331,Oil,9.2,78.001,1.27,0.114,63.941,5.179,1.036,0.121364999
Marshall (IL),17023,Clark,Illinois,39.392138,-87.68513,Oil,19.9,115.004,1.539,0.138,77.664,6.29,1.258,0.147405
Peru (IL),17099,LaSalle,Illinois,41.3237,-89.1123,Oil,63.5,26631.999,2.109,0.164,143.147,11.7,2.34,0.177721596
Princeton (IL),17011,Bureau,Illinois,41.375528,-89.464872,Gas,37.9,1240.001,9.276,0.011,777.663,56.976,9.844,0.002807566
Rantoul,17019,Champaign,Illinois,40.312222,-88.159444,Oil,29.9,133,2.576,0.232,130.744,10.589,2.118,0.248155
Red Bud,17157,Randolph,Illinois,38.2165,-89.9992,Oil,16.5,143,2.227,0.199,112.367,9.101,1.82,0.213279998
North Ninth Street,17141,Ogle,Illinois,41.9093,-89.0498,Gas,19,1870.002,23.849,0.382,1090.97,49.516,6.583,0.448173211
South Main Street,17141,Ogle,Illinois,41.9092,-89.0504,Oil,27.3,1146,18.48,1.654,847.416,75.418,15.084,1.208902129
Dallman,17167,Sangamon,Illinois,39.754803,-89.602389,Coal,617.8,1853889,835.343,1198.951,2281978.75,524024.945,76203.742,87.57418494
Reynolds,17167,Sangamon,Illinois,39.806868,-89.641653,Oil,17.5,39,0.548,0.313,101.344,8.208,1.642,0.010709404
Sullivan (IL),17139,Moultrie,Illinois,39.596667,-88.611944,Oil,25.4,169,2.704,0.242,136.298,11.039,2.208,0.25869516
Waterloo,17133,Monroe,Illinois,38.334786,-90.158939,Gas,30.2,493.998,3.475,0.254,417.13,21.731,3.295,0.276101924
Winnetka,17031,Cook,Illinois,42.115589,-87.731025,Gas,33.4,2841,5.442,0.227,2710.234,107.619,11.464,0.265949939
Marion,17199,Williamson,Illinois,37.619747,-88.953114,Coal,422,1652019,1198.024,5843.401,2375496.275,459392.399,66813.844,42.27209021
Clifty Creek,18077,Jefferson,Indiana,38.7378,-85.4206,Coal,1303.8,5722979,5375.407,4191.134,6375028.562,1516706.719,220640.387,170.7837609
IPL - Harding Street Station (EW Stout),18097,Marion,Indiana,39.711319,-86.196867,Gas,1178.3,1027979.999,491.669,3.586,710294.504,28626.484,2869.549,38.56215363
