latitude,longitude,GEOID,County,State_Abbrev,Geo_ID
32.5349201866,-86.642749235,01001,Autauga County,AL,0500000US01001
30.6609696648,-87.7498400784,01003,Baldwin County,AL,0500000US01003
31.8696032448,-85.3931969755,01005,Barbour County,AL,0500000US01005
32.9986442965,-87.1264391014,01007,Bibb County,AL,0500000US01007
33.9808673856,-86.5673709608,01009,Blount County,AL,0500000US01009
32.1005542205,-85.7156972254,01011,Bullock County,AL,0500000US01011
31.7524339429,-86.6802892154,01013,Butler County,AL,0500000US01013
33.7714324565,-85.8260308543,01015,Calhoun County,AL,0500000US01015
32.9143722298,-85.3920429513,01017,Chambers County,AL,0500000US01017
34.1759559677,-85.6037937156,01019,Cherokee County,AL,0500000US01019
32.847853212,-86.718813672,01021,Chilton County,AL,0500000US01021
32.0196107831,-88.2632012743,01023,Choctaw County,AL,0500000US01023
31.6766595802,-87.8308098507,01025,Clarke County,AL,0500000US01025
33.2690858673,-85.8605470841,01027,Clay County,AL,0500000US01027
33.6745577167,-85.5187680028,01029,Cleburne County,AL,0500000US01029
31.4026271796,-85.9882069262,01031,Coffee County,AL,0500000US01031
34.7004337984,-87.8049852867,01033,Colbert County,AL,0500000US01033
31.4292715445,-86.9936742092,01035,Conecuh County,AL,0500000US01035
32.9362268304,-86.2476592648,01037,Coosa County,AL,0500000US01037
31.2484923988,-86.4512425439,01039,Covington County,AL,0500000US01039
31.7315001844,-86.3135388959,01041,Crenshaw County,AL,0500000US01041
34.1319410705,-86.8676194614,01043,Cullman County,AL,0500000US01043
31.4318270699,-85.6110368183,01045,Dale County,AL,0500000US01045
32.325973709,-87.1064763258,01047,Dallas County,AL,0500000US01047
34.4597729557,-85.8041426436,01049,DeKalb County,AL,0500000US01049
32.5966480504,-86.1491465307,01051,Elmore County,AL,0500000US01051
31.1261225461,-87.1616198682,01053,Escambia County,AL,0500000US01053
34.0452544,-86.034762324,01055,Etowah County,AL,0500000US01055
33.7212061505,-87.7388619701,01057,Fayette County,AL,0500000US01057
34.4416706415,-87.8438119782,01059,Franklin County,AL,0500000US01059
31.095016693,-85.8389848955,01061,Geneva County,AL,0500000US01061
32.8531388427,-87.9522309156,01063,Greene County,AL,0500000US01063
32.7626642246,-87.6291176816,01065,Hale County,AL,0500000US01065
31.5146944202,-85.2414063367,01067,Henry County,AL,0500000US01067
31.1531879718,-85.3025273835,01069,Houston County,AL,0500000US01069
34.7794159964,-85.9993005443,01071,Jackson County,AL,0500000US01071
33.5543385118,-86.8963982424,01073,Jefferson County,AL,0500000US01073
33.7792058021,-88.0968988585,01075,Lamar County,AL,0500000US01075
34.901372384,-87.6539980067,01077,Lauderdale County,AL,0500000US01077
34.5216520166,-87.311044513,01079,Lawrence County,AL,0500000US01079
32.6011364841,-85.355562704,01081,Lee County,AL,0500000US01081
34.8100783219,-86.9813747654,01083,Limestone County,AL,0500000US01083
32.1547500095,-86.6501076967,01085,Lowndes County,AL,0500000US01085
32.3859736952,-85.6926686622,01087,Macon County,AL,0500000US01087
34.7630897031,-86.5502065185,01089,Madison County,AL,0500000US01089
32.2476134122,-87.7895192944,01091,Marengo County,AL,0500000US01091
34.1365496957,-87.8871383639,01093,Marion County,AL,0500000US01093
34.3669621021,-86.306636969,01095,Marshall County,AL,0500000US01095
30.6851516211,-88.1975233535,01097,Mobile County,AL,0500000US01097
31.5708340246,-87.3654375115,01099,Monroe County,AL,0500000US01099
32.2202579876,-86.2076142923,01101,Montgomery County,AL,0500000US01101
34.453472028,-86.8529215684,01103,Morgan County,AL,0500000US01103
32.6384656558,-87.2944007854,01105,Perry County,AL,0500000US01105
33.2808768859,-88.0886925942,01107,Pickens County,AL,0500000US01107
31.8027084904,-85.9409081483,01109,Pike County,AL,0500000US01109
33.2937873448,-85.4590701568,01111,Randolph County,AL,0500000US01111
32.2883800156,-85.1849624464,01113,Russell County,AL,0500000US01113
33.7157303222,-86.3145956812,01115,St. Clair County,AL,0500000US01115
33.2642770248,-86.6606484037,01117,Shelby County,AL,0500000US01117
32.5910175308,-88.1987896089,01119,Sumter County,AL,0500000US01119
33.3800616097,-86.1659036872,01121,Talladega County,AL,0500000US01121
32.8624049426,-85.7975022448,01123,Tallapoosa County,AL,0500000US01123
33.2895498464,-87.525029952,01125,Tuscaloosa County,AL,0500000US01125
33.8033347429,-87.2973573971,01127,Walker County,AL,0500000US01127
31.4076037932,-88.2078768076,01129,Washington County,AL,0500000US01129
31.9892401922,-87.3082017869,01131,Wilcox County,AL,0500000US01131
34.1492251125,-87.3736834128,01133,Winston County,AL,0500000US01133
55.2245210175,-161.947228747,02013,Aleutians East Borough,AK,0500000US02013
52.680220089,-92.4880742871,02016,Aleutians West Census Area,AK,0500000US02016
61.1482627033,-149.188568553,02020,Anchorage Municipality,AK,0500000US02020
60.8490903436,-160.195267975,02050,Bethel Census Area,AK,0500000US02050
58.7332560682,-156.981015248,02060,Bristol Bay Borough,AK,0500000US02060
63.6716419513,-150.011714676,02068,Denali Borough,AK,0500000US02068
59.7139951133,-158.348270189,02070,Dillingham Census Area,AK,0500000US02070
64.8077661564,-146.565422856,02090,Fairbanks North Star Borough,AK,0500000US02090
59.0758951471,-135.470092205,02100,Haines Borough,AK,0500000US02100
58.2091446546,-135.559082719,02105,Hoonah-Angoon Census Area,AK,0500000US02105
58.4439351761,-134.230339191,02110,Juneau City and Borough,AK,0500000US02110
60.1194076421,-151.698058085,02122,Kenai Peninsula Borough,AK,0500000US02122
55.4885148595,-131.030510343,02130,Ketchikan Gateway Borough,AK,0500000US02130
57.6602871351,-153.749160002,02150,Kodiak Island Borough,AK,0500000US02150
62.160012711,-163.525464784,02158,Kusilvak Census Area,AK,0500000US02158
58.2787538674,-156.544796848,02164,Lake and Peninsula Borough,AK,0500000US02164
62.3046703274,-149.580200458,02170,Matanuska-Susitna Borough,AK,0500000US02170
64.8354505226,-164.244322616,02180,Nome Census Area,AK,0500000US02180
69.3634118461,-153.510605515,02185,North Slope Borough,AK,0500000US02185
67.0081724432,-160.006978537,02188,Northwest Arctic Borough,AK,0500000US02188
57.1140130761,-133.002459292,02195,Petersburg Borough,AK,0500000US02195
55.7271705274,-133.193025891,02198,Prince of Wales-Hyder Census Area,AK,0500000US02198
57.1797757863,-135.304965119,02220,Sitka City and Borough,AK,0500000US02220
59.5599920529,-135.336672633,02230,Skagway Municipality,AK,0500000US02230
63.8762960012,-143.211992263,02240,Southeast Fairbanks Census Area,AK,0500000US02240
61.4170040809,-144.760229318,02261,Valdez-Cordova Census Area,AK,0500000US02261
56.2936264549,-132.12922494,02275,Wrangell City and Borough,AK,0500000US02275
59.8632076093,-140.381018617,02282,Yakutat City and Borough,AK,0500000US02282
65.5086521548,-151.389616025,02290,Yukon-Koyukuk Census Area,AK,0500000US02290
35.3955080611,-109.488828707,04001,Apache County,AZ,0500000US04001
31.8796370864,-109.751263137,04003,Cochise County,AZ,0500000US04003
35.8386956734,-111.770512718,04005,Coconino County,AZ,0500000US04005
33.7997498678,-110.811737097,04007,Gila County,AZ,0500000US04007
32.9326627045,-109.887451628,04009,Graham County,AZ,0500000US04009
33.2154016682,-109.240355413,04011,Greenlee County,AZ,0500000US04011
33.7293704444,-113.981607439,04012,La Paz County,AZ,0500000US04012
33.3489778227,-112.491486812,04013,Maricopa County,AZ,0500000US04013
35.7040584995,-113.757910618,04015,Mohave County,AZ,0500000US04015
35.3995733714,-110.321396004,04017,Navajo County,AZ,0500000US04017
32.097399026,-111.789863499,04019,Pima County,AZ,0500000US04019
32.9043665122,-111.344739896,04021,Pinal County,AZ,0500000US04021
31.525961257,-110.846516905,04023,Santa Cruz County,AZ,0500000US04023
34.5998564246,-112.553944833,04025,Yavapai County,AZ,0500000US04025
32.7696188927,-113.905618757,04027,Yuma County,AZ,0500000US04027
34.2908080523,-91.3749047506,05001,Arkansas County,AR,0500000US05001
33.1912219797,-91.7684475565,05003,Ashley County,AR,0500000US05003
36.2871782318,-92.3369721117,05005,Baxter County,AR,0500000US05005
36.3387382969,-94.2561015344,05007,Benton County,AR,0500000US05007
36.3085986469,-93.0915633723,05009,Boone County,AR,0500000US05009
33.4664224376,-92.1624016443,05011,Bradley County,AR,0500000US05011
33.5580341574,-92.5030441645,05013,Calhoun County,AR,0500000US05013
36.3410829938,-93.5381811083,05015,Carroll County,AR,0500000US05015
33.2672553197,-91.2939728213,05017,Chicot County,AR,0500000US05017
34.0509558643,-93.1763674899,05019,Clark County,AR,0500000US05019
36.3683942057,-90.4173835629,05021,Clay County,AR,0500000US05021
35.5381064958,-92.0267180322,05023,Cleburne County,AR,0500000US05023
33.8983618624,-92.1851454385,05025,Cleveland County,AR,0500000US05025
33.2142871374,-93.227308885,05027,Columbia County,AR,0500000US05027
35.2622207059,-92.7013072101,05029,Conway County,AR,0500000US05029
35.8307887047,-90.632841255,05031,Craighead County,AR,0500000US05031
35.5884840734,-94.2429568096,05033,Crawford County,AR,0500000US05033
35.2079371348,-90.3088719897,05035,Crittenden County,AR,0500000US05035
35.2957261162,-90.771226853,05037,Cross County,AR,0500000US05037
33.9698311293,-92.6544402046,05039,Dallas County,AR,0500000US05039
33.8333331807,-91.2539442656,05041,Desha County,AR,0500000US05041
33.5894557062,-91.720023319,05043,Drew County,AR,0500000US05043
35.1469781265,-92.332041157,05045,Faulkner County,AR,0500000US05045
35.5123637272,-93.8906143781,05047,Franklin County,AR,0500000US05047
36.3816695474,-91.8182352994,05049,Fulton County,AR,0500000US05049
34.5767017575,-93.150399652,05051,Garland County,AR,0500000US05051
34.2900177408,-92.4235830486,05053,Grant County,AR,0500000US05053
36.117697723,-90.5590717273,05055,Greene County,AR,0500000US05055
33.7353045888,-93.6684431539,05057,Hempstead County,AR,0500000US05057
34.3176480082,-92.9460691759,05059,Hot Spring County,AR,0500000US05059
34.0887429323,-93.9934933573,05061,Howard County,AR,0500000US05061
35.7415534129,-91.5697116529,05063,Independence County,AR,0500000US05063
36.0948699143,-91.9134102959,05065,Izard County,AR,0500000US05065
35.5992402368,-91.2145376687,05067,Jackson County,AR,0500000US05067
34.2687844437,-91.9315146225,05069,Jefferson County,AR,0500000US05069
35.5701227411,-93.4598811569,05071,Johnson County,AR,0500000US05071
33.2409810885,-93.6070389924,05073,Lafayette County,AR,0500000US05073
36.0412452465,-91.1070801351,05075,Lawrence County,AR,0500000US05075
34.7806229431,-90.7820673213,05077,Lee County,AR,0500000US05077
33.9574736745,-91.7333211971,05079,Lincoln County,AR,0500000US05079
33.7005398883,-94.2343408793,05081,Little River County,AR,0500000US05081
35.2153385104,-93.7162169926,05083,Logan County,AR,0500000US05083
34.7542368128,-91.8887898981,05085,Lonoke County,AR,0500000US05085
36.0109653302,-93.7245618667,05087,Madison County,AR,0500000US05087
36.2683474959,-92.6842202167,05089,Marion County,AR,0500000US05089
33.3121471783,-93.8915614277,05091,Miller County,AR,0500000US05091
35.7639016515,-90.0541660119,05093,Mississippi County,AR,0500000US05093
34.6778362856,-91.2038921969,05095,Monroe County,AR,0500000US05095
34.5387970384,-93.6595529416,05097,Montgomery County,AR,0500000US05097
33.6639660687,-93.3071433023,05099,Nevada County,AR,0500000US05099
35.9199743544,-93.2178669264,05101,Newton County,AR,0500000US05101
33.5933550412,-92.8819343531,05103,Ouachita County,AR,0500000US05103
34.9473737476,-92.9314699116,05105,Perry County,AR,0500000US05105
34.42829125,-90.8480221032,05107,Phillips County,AR,0500000US05107
34.1634980417,-93.6563416658,05109,Pike County,AR,0500000US05109
35.5740321244,-90.6629400421,05111,Poinsett County,AR,0500000US05111
34.4858849277,-94.2280604373,05113,Polk County,AR,0500000US05113
35.447636026,-93.0341542751,05115,Pope County,AR,0500000US05115
34.8297827954,-91.5527759528,05117,Prairie County,AR,0500000US05117
34.7699753373,-92.3119257562,05119,Pulaski County,AR,0500000US05119
36.341483312,-91.0277165202,05121,Randolph County,AR,0500000US05121
35.0219948491,-90.7478115543,05123,St. Francis County,AR,0500000US05123
34.6466183905,-92.676575561,05125,Saline County,AR,0500000US05125
34.8607684689,-94.0632792993,05127,Scott County,AR,0500000US05127
35.9109060184,-92.6995245166,05129,Searcy County,AR,0500000US05129
35.1993218755,-94.2741206259,05131,Sebastian County,AR,0500000US05131
33.9972551652,-94.2412727038,05133,Sevier County,AR,0500000US05133
36.1611646374,-91.4798585278,05135,Sharp County,AR,0500000US05135
35.8598655553,-92.1567129536,05137,Stone County,AR,0500000US05137
33.171357538,-92.5972913761,05139,Union County,AR,0500000US05139
35.580655379,-92.5156877897,05141,Van Buren County,AR,0500000US05141
35.9790563044,-94.2155848036,05143,Washington County,AR,0500000US05143
35.2562753346,-91.7455472673,05145,White County,AR,0500000US05145
35.1863303424,-91.2430822004,05147,Woodruff County,AR,0500000US05147
35.0025779761,-93.4112514229,05149,Yell County,AR,0500000US05149
37.6504930265,-121.917998966,06001,Alameda County,CA,0500000US06001
38.5972506332,-119.82065303,06003,Alpine County,CA,0500000US06003
38.446389504,-120.651115621,06005,Amador County,CA,0500000US06005
39.6669293633,-121.600671735,06007,Butte County,CA,0500000US06007
38.204606803,-120.554132098,06009,Calaveras County,CA,0500000US06009
39.177573113,-122.237029616,06011,Colusa County,CA,0500000US06011
37.9233794475,-121.951073113,06013,Contra Costa County,CA,0500000US06013
41.744942366,-123.957801356,06015,Del Norte County,CA,0500000US06015
38.7787375794,-120.524649929,06017,El Dorado County,CA,0500000US06017
36.7581801263,-119.649322632,06019,Fresno County,CA,0500000US06019
39.5984047698,-122.392206808,06021,Glenn County,CA,0500000US06021
40.7050090829,-123.915819446,06023,Humboldt County,CA,0500000US06023
33.0395904342,-115.365336962,06025,Imperial County,CA,0500000US06025
36.5111268089,-117.410789686,06027,Inyo County,CA,0500000US06027
35.3428473738,-118.729900424,06029,Kern County,CA,0500000US06029
36.0753604529,-119.815502709,06031,Kings County,CA,0500000US06031
39.0996453445,-122.753183909,06033,Lake County,CA,0500000US06033
40.6735903894,-120.594332834,06035,Lassen County,CA,0500000US06035
34.1979978627,-118.26101385,06037,Los Angeles County,CA,0500000US06037
37.2180440575,-119.762644507,06039,Madera County,CA,0500000US06039
38.05518334,-122.748858563,06041,Marin County,CA,0500000US06041
37.5815223099,-119.905517029,06043,Mariposa County,CA,0500000US06043
39.4336238198,-123.431553907,06045,Mendocino County,CA,0500000US06045
37.191870471,-120.717688,06047,Merced County,CA,0500000US06047
41.5898335739,-120.725028959,06049,Modoc County,CA,0500000US06049
37.938990343,-118.886709262,06051,Mono County,CA,0500000US06051
36.2397743956,-121.308901554,06053,Monterey County,CA,0500000US06053
38.5064964441,-122.330538465,06055,Napa County,CA,0500000US06055
39.301369579,-120.768752113,06057,Nevada County,CA,0500000US06057
33.6769134328,-117.776142822,06059,Orange County,CA,0500000US06059
39.0634313879,-120.717645936,06061,Placer County,CA,0500000US06061
40.0046824769,-120.838597596,06063,Plumas County,CA,0500000US06063
33.7436800499,-115.993845895,06065,Riverside County,CA,0500000US06065
38.4493208547,-121.344253814,06067,Sacramento County,CA,0500000US06067
36.6057058971,-121.074995529,06069,San Benito County,CA,0500000US06069
34.8414378315,-116.17846142,06071,San Bernardino County,CA,0500000US06071
33.028186394,-116.770204664,06073,San Diego County,CA,0500000US06073
37.7597150131,-122.693975573,06075,San Francisco County,CA,0500000US06075
37.9347459676,-121.271403235,06077,San Joaquin County,CA,0500000US06077
35.38741848,-120.452196945,06079,San Luis Obispo County,CA,0500000US06079
37.4362097341,-122.355663195,06081,San Mateo County,CA,0500000US06081
34.5383440862,-120.030786183,06083,Santa Barbara County,CA,0500000US06083
37.2324840341,-121.696278854,06085,Santa Clara County,CA,0500000US06085
37.0216059108,-122.009787403,06087,Santa Cruz County,CA,0500000US06087
40.7637666014,-122.040521531,06089,Shasta County,CA,0500000US06089
39.5804001016,-120.515996378,06091,Sierra County,CA,0500000US06091
41.5926866339,-122.540367763,06093,Siskiyou County,CA,0500000US06093
38.2669127871,-121.940024418,06095,Solano County,CA,0500000US06095
38.525292575,-122.922544658,06097,Sonoma County,CA,0500000US06097
37.5591374435,-120.997682895,06099,Stanislaus County,CA,0500000US06099
39.0345595213,-121.694849665,06101,Sutter County,CA,0500000US06101
40.1257361849,-122.233884853,06103,Tehama County,CA,0500000US06103
40.6506935615,-123.112627727,06105,Trinity County,CA,0500000US06105
36.220156659,-118.80047248,06107,Tulare County,CA,0500000US06107
38.0276014047,-119.95475358,06109,Tuolumne County,CA,0500000US06109
34.3575285169,-119.126027193,06111,Ventura County,CA,0500000US06111
38.6866603948,-121.90161702,06113,Yolo County,CA,0500000US06113
39.2690076722,-121.351262732,06115,Yuba County,CA,0500000US06115
39.8736400746,-104.337801716,08001,Adams County,CO,0500000US08001
37.5728931402,-105.788288197,08003,Alamosa County,CO,0500000US08003
39.6497752303,-104.339234024,08005,Arapahoe County,CO,0500000US08005
37.1936094363,-107.048288324,08007,Archuleta County,CO,0500000US08007
37.3191787991,-102.560476646,08009,Baca County,CO,0500000US08009
37.9550855775,-103.071704571,08011,Bent County,CO,0500000US08011
40.0924597674,-105.35770567,08013,Boulder County,CO,0500000US08013
39.9541358004,-105.052664798,08014,Broomfield County,CO,0500000US08014
38.7469030854,-106.194066665,08015,Chaffee County,CO,0500000US08015
38.8279397207,-102.603395824,08017,Cheyenne County,CO,0500000US08017
39.6890538531,-105.64436349,08019,Clear Creek County,CO,0500000US08019
37.2006875346,-106.191627951,08021,Conejos County,CO,0500000US08021
37.2779522735,-105.428249706,08023,Costilla County,CO,0500000US08023
38.326661062,-103.784825661,08025,Crowley County,CO,0500000US08025
38.1086779015,-105.367471778,08027,Custer County,CO,0500000US08027
38.8613737904,-107.862876811,08029,Delta County,CO,0500000US08029
39.7621646287,-104.875801423,08031,Denver County,CO,0500000US08031
37.7516108062,-108.517265273,08033,Dolores County,CO,0500000US08033
39.3297243092,-104.929559461,08035,Douglas County,CO,0500000US08035
39.6278256159,-106.695299259,08037,Eagle County,CO,0500000US08037
39.2865595002,-104.13588983,08039,Elbert County,CO,0500000US08039
38.8320890915,-104.525584561,08041,El Paso County,CO,0500000US08041
38.4729724659,-105.439657054,08043,Fremont County,CO,0500000US08043
39.599307179,-107.903956154,08045,Garfield County,CO,0500000US08045
39.8575436237,-105.522621196,08047,Gilpin County,CO,0500000US08047
40.102614944,-106.118358313,08049,Grand County,CO,0500000US08049
38.6667977063,-107.031700114,08051,Gunnison County,CO,0500000US08051
37.8213415755,-107.300311758,08053,Hinsdale County,CO,0500000US08053
37.6846796381,-104.960584534,08055,Huerfano County,CO,0500000US08055
40.6664326842,-106.342794688,08057,Jackson County,CO,0500000US08057
39.5864284092,-105.250466793,08059,Jefferson County,CO,0500000US08059
38.4326851414,-102.740340455,08061,Kiowa County,CO,0500000US08061
39.3054413227,-102.602887422,08063,Kit Carson County,CO,0500000US08063
39.2023794705,-106.344837734,08065,Lake County,CO,0500000US08065
37.286581954,-107.843270687,08067,La Plata County,CO,0500000US08067
40.6664172232,-105.461144451,08069,Larimer County,CO,0500000US08069
37.3158384919,-104.03869984,08071,Las Animas County,CO,0500000US08071
38.9880685587,-103.513965366,08073,Lincoln County,CO,0500000US08073
40.7246687188,-103.110095731,08075,Logan County,CO,0500000US08075
39.0182904955,-108.466440182,08077,Mesa County,CO,0500000US08077
37.6689956825,-106.924094646,08079,Mineral County,CO,0500000US08079
40.61842222,-108.207290604,08081,Moffat County,CO,0500000US08081
37.3384339705,-108.596669828,08083,Montezuma County,CO,0500000US08083
38.4021560325,-108.269451135,08085,Montrose County,CO,0500000US08085
40.2627443761,-103.809822237,08087,Morgan County,CO,0500000US08087
37.9027017254,-103.716445685,08089,Otero County,CO,0500000US08089
38.1554971802,-107.76931682,08091,Ouray County,CO,0500000US08091
39.1193028617,-105.717174716,08093,Park County,CO,0500000US08093
40.5938843197,-102.357579601,08095,Phillips County,CO,0500000US08095
39.2171057452,-106.916577749,08097,Pitkin County,CO,0500000US08097
37.9551831858,-102.393348977,08099,Prowers County,CO,0500000US08099
38.1734202345,-104.512845555,08101,Pueblo County,CO,0500000US08101
39.9798357499,-108.217225788,08103,Rio Blanco County,CO,0500000US08103
37.5825228172,-106.38321036,08105,Rio Grande County,CO,0500000US08105
40.4850679408,-106.991193187,08107,Routt County,CO,0500000US08107
38.0805527548,-106.281555562,08109,Saguache County,CO,0500000US08109
37.764043073,-107.676147275,08111,San Juan County,CO,0500000US08111
38.0037403985,-108.405922131,08113,San Miguel County,CO,0500000US08113
40.8759049641,-102.351791195,08115,Sedgwick County,CO,0500000US08115
39.634170806,-106.116379137,08117,Summit County,CO,0500000US08117
38.8821720468,-105.161826391,08119,Teller County,CO,0500000US08119
39.9710617874,-103.201252881,08121,Washington County,CO,0500000US08121
40.5548298977,-104.392531357,08123,Weld County,CO,0500000US08123
40.0028993432,-102.424226323,08125,Yuma County,CO,0500000US08125
41.2249600832,-73.3712046145,09001,Fairfield County,CT,0500000US09001
41.8064287933,-72.7328122495,09003,Hartford County,CT,0500000US09003
41.7924983178,-73.2453207905,09005,Litchfield County,CT,0500000US09005
41.4353818043,-72.5231194296,09007,Middlesex County,CT,0500000US09007
41.3488242868,-72.8998576911,09009,New Haven County,CT,0500000US09009
41.4667862464,-72.1065129033,09011,New London County,CT,0500000US09011
41.855065982,-72.3365016791,09013,Tolland County,CT,0500000US09013
41.8300455104,-71.9874782796,09015,Windham County,CT,0500000US09015
39.0959545402,-75.5046137018,10001,Kent County,DE,0500000US10001
39.5783299005,-75.6389781252,10003,New Castle County,DE,0500000US10003
38.6832973547,-75.3395417153,10005,Sussex County,DE,0500000US10005
38.9047737146,-77.0163026702,11001,District of Columbia,DC,0500000US11001
29.6747549911,-82.3577015483,12001,Alachua County,FL,0500000US12001
30.331070985,-82.2845872684,12003,Baker County,FL,0500000US12003
30.237646533,-85.6326228076,12005,Bay County,FL,0500000US12005
29.9499595746,-82.1687777662,12007,Bradford County,FL,0500000US12007
28.300314142,-80.7012054832,12009,Brevard County,FL,0500000US12009
26.1518560378,-80.4558842537,12011,Broward County,FL,0500000US12011
30.4060343343,-85.1972071433,12013,Calhoun County,FL,0500000US12013
26.8998432654,-81.9503159678,12015,Charlotte County,FL,0500000US12015
28.8475696914,-82.5201067311,12017,Citrus County,FL,0500000US12017
29.9830664456,-81.8578845259,12019,Clay County,FL,0500000US12019
26.0992389901,-81.3809730552,12021,Collier County,FL,0500000US12021
30.2242399397,-82.6215388925,12023,Columbia County,FL,0500000US12023
27.1863023348,-81.8094429515,12027,DeSoto County,FL,0500000US12027
29.5812415277,-83.1870324531,12029,Dixie County,FL,0500000US12029
30.3354403303,-81.6480093213,12031,Duval County,FL,0500000US12031
30.6143960313,-87.3413643298,12033,Escambia County,FL,0500000US12033
29.4711426482,-81.2929913884,12035,Flagler County,FL,0500000US12035
29.8116835857,-84.8004565948,12037,Franklin County,FL,0500000US12037
30.5794688821,-84.6135993294,12039,Gadsden County,FL,0500000US12039
29.7258227162,-82.8003665306,12041,Gilchrist County,FL,0500000US12041
26.9564459351,-81.1890293853,12043,Glades County,FL,0500000US12043
29.9086211231,-85.2610062794,12045,Gulf County,FL,0500000US12045
30.4964266893,-82.9479591393,12047,Hamilton County,FL,0500000US12047
27.4927094815,-81.8100059395,12049,Hardee County,FL,0500000US12049
26.5534898513,-81.1659012496,12051,Hendry County,FL,0500000US12051
28.5561708513,-82.4684895116,12053,Hernando County,FL,0500000US12053
27.3433797347,-81.3410379056,12055,Highlands County,FL,0500000US12055
27.9062278359,-82.346916153,12057,Hillsborough County,FL,0500000US12057
30.8678906078,-85.8141023534,12059,Holmes County,FL,0500000US12059
27.6963908471,-80.5740896149,12061,Indian River County,FL,0500000US12061
30.7953911236,-85.2154596916,12063,Jackson County,FL,0500000US12063
30.4234582107,-83.9004744786,12065,Jefferson County,FL,0500000US12065
29.9855183221,-83.1810673054,12067,Lafayette County,FL,0500000US12067
28.7614688332,-81.7113031676,12069,Lake County,FL,0500000US12069
26.5756896561,-81.9154527285,12071,Lee County,FL,0500000US12071
30.458037893,-84.2778815189,12073,Leon County,FL,0500000US12073
29.2822055783,-82.7886132018,12075,Levy County,FL,0500000US12075
30.2413631478,-84.8829111582,12077,Liberty County,FL,0500000US12077
30.4441430277,-83.4701228264,12079,Madison County,FL,0500000US12079
27.4775188749,-82.3575458711,12081,Manatee County,FL,0500000US12081
29.2102022904,-82.0566756823,12083,Marion County,FL,0500000US12083
27.0816164392,-80.3984639525,12085,Martin County,FL,0500000US12085
25.6089674858,-80.4986673175,12086,Miami-Dade County,FL,0500000US12086
25.0467803277,-81.1856924179,12087,Monroe County,FL,0500000US12087
30.6105780997,-81.7714179132,12089,Nassau County,FL,0500000US12089
30.6650297247,-86.5921750794,12091,Okaloosa County,FL,0500000US12091
27.3863036127,-80.888585011,12093,Okeechobee County,FL,0500000US12093
28.5144162588,-81.3234735281,12095,Orange County,FL,0500000US12095
28.0626646156,-81.1494997552,12097,Osceola County,FL,0500000US12097
26.6475645688,-80.4365110484,12099,Palm Beach County,FL,0500000US12099
28.3067419076,-82.438869799,12101,Pasco County,FL,0500000US12101
27.9026762041,-82.7395539464,12103,Pinellas County,FL,0500000US12103
27.9488714857,-81.6976853961,12105,Polk County,FL,0500000US12105
29.6086348479,-81.7443041288,12107,Putnam County,FL,0500000US12107
29.9121811706,-81.4098866827,12109,St. Johns County,FL,0500000US12109
27.3808664203,-80.4456030776,12111,St. Lucie County,FL,0500000US12111
30.6929040291,-87.0184494886,12113,Santa Rosa County,FL,0500000US12113
27.1824778115,-82.3649735213,12115,Sarasota County,FL,0500000US12115
28.7169755783,-81.2363275276,12117,Seminole County,FL,0500000US12117
28.7048225353,-82.0809953636,12119,Sumter County,FL,0500000US12119
30.1956117481,-82.9914923725,12121,Suwannee County,FL,0500000US12121
30.0195666061,-83.6189726465,12123,Taylor County,FL,0500000US12123
30.0438391148,-82.3714410129,12125,Union County,FL,0500000US12125
29.0634475051,-81.1485743573,12127,Volusia County,FL,0500000US12127
30.1477719789,-84.3756074885,12129,Wakulla County,FL,0500000US12129
30.6184688458,-86.1715163089,12131,Walton County,FL,0500000US12131
30.6105923313,-85.6653287163,12133,Washington County,FL,0500000US12133
31.7492803518,-82.288983582,13001,Appling County,GA,0500000US13001
31.2971083422,-82.8799928978,13003,Atkinson County,GA,0500000US13003
31.5536748311,-82.4526850982,13005,Bacon County,GA,0500000US13005
31.326183927,-84.4446694741,13007,Baker County,GA,0500000US13007
33.0692757535,-83.2495906334,13009,Baldwin County,GA,0500000US13009
34.3541370113,-83.4973801652,13011,Banks County,GA,0500000US13011
33.9931962064,-83.7127549805,13013,Barrow County,GA,0500000US13013
34.2376620909,-84.8403384771,13015,Bartow County,GA,0500000US13015
31.7597819469,-83.2204589709,13017,Ben Hill County,GA,0500000US13017
31.2760599041,-83.229622,13019,Berrien County,GA,0500000US13019
32.8064982238,-83.6974200138,13021,Bibb County,GA,0500000US13021
32.4344414462,-83.3278388255,13023,Bleckley County,GA,0500000US13023
31.1968761426,-81.9818955745,13025,Brantley County,GA,0500000US13025
30.8419677363,-83.5802119065,13027,Brooks County,GA,0500000US13027
32.013224335,-81.4424722248,13029,Bryan County,GA,0500000US13029
32.3968141786,-81.7431781429,13031,Bulloch County,GA,0500000US13031
33.0611535027,-82.0007811537,13033,Burke County,GA,0500000US13033
33.2878507429,-83.9571695116,13035,Butts County,GA,0500000US13035
31.5291972743,-84.6245076946,13037,Calhoun County,GA,0500000US13037
30.9224883015,-81.6363849358,13039,Camden County,GA,0500000US13039
32.403442782,-82.0736728222,13043,Candler County,GA,0500000US13043
33.5827978515,-85.0797630545,13045,Carroll County,GA,0500000US13045
34.9036574214,-85.1382470065,13047,Catoosa County,GA,0500000US13047
30.7817272016,-82.1376881412,13049,Charlton County,GA,0500000US13049
